team,name,nationality,position,apps,mins,goals,xg,goals_vs_xg,shots,sot,conv_pct,xg_per_shot,goals_x90,xg_x90,goals_vs_xg_x90,shots_x90,sot_x90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,start_probability,status,saves_made,goals_conceded,save_perc,goals_prevented,xgot_conceded
South Africa,Oswin Appollis,South Africa,FW,3,165,0.0,0.05,-0.05,2.0,1.0,0.0,0.02,0.0,0.03,-0.03,1.09,0.55,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Oh Hyeon-Gyu,Korea Republic,FW,3,128,1.0,0.77,0.23,4.0,2.0,25.0,0.19,0.7,0.54,0.16,2.81,1.41,0.54,0.7,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Hwang Hee-Chan,Korea Republic,FW,3,106,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.85,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Korea Republic,Jens Castrop,Korea Republic,MF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Samukele Kabini,South Africa,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Yaya Sithole,South Africa,MF,2,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Khulumani Ndamane,South Africa,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
South Africa,Iqraam Rayners,South Africa,FW,3,157,0.0,0.06,-0.06,1.0,0.0,0.0,0.06,0.0,0.03,-0.03,0.57,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Gabriel Martinelli,Brazil,FW,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Roger Ibanez,Brazil,DF,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Danilo Santos,Brazil,MF,2,19,0.0,0.09,-0.09,2.0,1.0,0.0,0.04,0.0,0.43,-0.43,9.47,4.74,0.43,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Che Adams,Scotland,FW,3,147,0.0,0.58,-0.58,1.0,1.0,0.0,0.58,0.0,0.36,-0.36,0.61,0.61,0.36,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Ben Gannon-Doak,Scotland,FW,3,187,0.0,0.17,-0.17,4.0,0.0,0.0,0.04,0.0,0.08,-0.08,1.93,0.0,0.08,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Findlay Curtis,Scotland,FW,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Rayan,Brazil,FW,2,132,0.0,0.65,-0.65,2.0,1.0,0.0,0.32,0.0,0.44,-0.44,1.36,0.68,0.44,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Grant Hanley,Scotland,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Lewis Ferguson,Scotland,MF,3,270,0.0,0.05,-0.05,2.0,1.0,0.0,0.03,0.0,0.02,-0.02,0.67,0.33,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Ross Stewart,Scotland,FW,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Lawrence Shankland,Scotland,FW,2,172,0.0,0.23,-0.23,4.0,0.0,0.0,0.06,0.0,0.12,-0.12,2.09,0.0,0.12,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Lucas Paqueta,Brazil,MF,3,191,0.0,0.25,-0.25,3.0,1.0,0.0,0.08,0.0,0.12,-0.12,1.41,0.47,0.12,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Tyler Fletcher,Scotland,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Jack Hendry,Scotland,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Kenny McLean,Scotland,MF,3,116,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.78,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,John Souttar,Scotland,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Bruno Guimaraes,Brazil,MF,3,251,0.0,0.03,-0.03,2.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.72,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Ederson Silva,Brazil,MF,1,9,0.0,0.25,-0.25,1.0,0.0,0.0,0.25,0.0,2.5,-2.5,10.0,0.0,2.5,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Douglas Santos,Brazil,DF,3,262,0.0,0.15,-0.15,2.0,0.0,0.0,0.07,0.0,0.05,-0.05,0.69,0.0,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Danilo,Brazil,DF,3,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Bremer,Brazil,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Fabinho,Brazil,MF,2,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Alex Sandro,Brazil,DF,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Scott McTominay,Scotland,MF,3,270,0.0,0.92,-0.92,8.0,3.0,0.0,0.12,0.0,0.31,-0.31,2.67,1.0,0.31,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Anthony Ralston,Scotland,DF,2,9,0.0,0.06,-0.06,1.0,1.0,0.0,0.06,0.0,0.6,-0.6,10.0,10.0,0.6,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Luiz Henrique,Brazil,FW,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Kieran Tierney,Scotland,DF,2,105,0.0,0.05,-0.05,2.0,0.0,0.0,0.03,0.0,0.04,-0.04,1.71,0.0,0.04,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Matheus Cunha,Brazil,FW,3,169,3.0,1.22,1.78,7.0,4.0,42.86,0.17,1.6,0.65,0.95,3.73,2.13,0.65,1.6,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Scott McKenna,Scotland,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Aaron Hickey,Scotland,DF,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Dominic Hyam,Scotland,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Nathan Patterson,Scotland,DF,3,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Leo Pereira,Brazil,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Lyndon Dykes,Scotland,FW,2,34,0.0,0.14,-0.14,1.0,0.0,0.0,0.14,0.0,0.37,-0.37,2.65,0.0,0.37,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Neymar,Brazil,FW,1,14,0.0,0.01,-0.01,1.0,1.0,0.0,0.01,0.0,0.06,-0.06,6.43,6.43,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Casemiro,Brazil,MF,3,200,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.45,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Gabriel Magalhaes,Brazil,DF,3,270,0.0,0.07,-0.07,1.0,0.0,0.0,0.07,0.0,0.02,-0.02,0.33,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Andy Robertson,Scotland,DF,3,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Vinicius Junior,Brazil,FW,3,261,4.0,3.51,0.49,12.0,8.0,33.33,0.29,1.38,1.21,0.17,4.14,2.76,1.21,1.38,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,Ryan Christie,Scotland,MF,3,94,0.0,0.07,-0.07,2.0,0.0,0.0,0.03,0.0,0.07,-0.07,1.91,0.0,0.07,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,John McGinn,Scotland,MF,3,261,1.0,0.39,0.61,3.0,1.0,33.33,0.13,0.34,0.13,0.21,1.03,0.34,0.13,0.34,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Scotland,George Hirst,Scotland,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Marquinhos,Brazil,DF,3,270,0.0,0.09,-0.09,2.0,0.0,0.0,0.05,0.0,0.03,-0.03,0.67,0.0,0.03,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Endrick,Brazil,FW,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Brazil,Igor Thiago,Brazil,FW,1,62,0.0,0.66,-0.66,2.0,1.0,0.0,0.33,0.0,0.96,-0.96,2.9,1.45,0.96,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Garven Metusala,Haiti,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Ismael Saibari,Morocco,MF,3,243,3.0,1.74,1.26,10.0,3.0,30.0,0.17,1.11,0.64,0.47,3.7,1.11,0.64,1.11,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Achraf Hakimi,Morocco,DF,3,270,1.0,1.84,-0.84,10.0,3.0,10.0,0.18,0.33,0.61,-0.28,3.33,1.0,0.61,0.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Yassin Fortune,Haiti,FW,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Noussair Mazraoui,Morocco,DF,3,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Danley Jean Jacques,Haiti,MF,3,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Ayyoub Bouaddi,Morocco,MF,2,180,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.01,-0.01,0.5,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Martin Experience,Haiti,DF,3,270,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.33,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Bilal El Khannouss,Morocco,MF,3,254,0.0,0.29,-0.29,5.0,3.0,0.0,0.06,0.0,0.1,-0.1,1.77,1.06,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Derrick Etienne,Haiti,FW,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Frantzdy Pierrot,Haiti,FW,3,142,0.0,0.65,-0.65,3.0,1.0,0.0,0.22,0.0,0.41,-0.41,1.9,0.63,0.41,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Redouane Halhal,Morocco,DF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Woodensky Pierre,Haiti,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Chemsdine Talbi,Morocco,FW,2,31,0.0,0.05,-0.05,2.0,0.0,0.0,0.03,0.0,0.15,-0.15,5.81,0.0,0.15,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Brahim Diaz,Morocco,MF,3,219,0.0,0.37,-0.37,5.0,1.0,0.0,0.07,0.0,0.15,-0.15,2.05,0.41,0.15,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Wilguens Paugain,Haiti,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Wilson Isidor,Haiti,FW,3,188,1.0,0.15,0.85,5.0,2.0,20.0,0.03,0.48,0.07,0.41,2.39,0.96,0.07,0.48,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Issa Diop,Morocco,DF,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Amine Sbai,Morocco,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Duke Lacroix,Haiti,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Josue Casimir,Haiti,FW,3,181,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Hannes Delcroix,Haiti,DF,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Ayoub El Kaabi,Morocco,FW,1,70,0.0,0.17,-0.17,3.0,2.0,0.0,0.06,0.0,0.22,-0.22,3.86,2.57,0.22,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Anass Salah-Eddine,Morocco,DF,2,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Gessime Yassine,Morocco,FW,1,20,1.0,0.9,0.1,1.0,1.0,100.0,0.9,4.5,4.05,0.45,4.5,4.5,4.05,4.5,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Carlens Arcus,Haiti,DF,3,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Jean-Ricner Bellegarde,Haiti,MF,3,261,0.0,0.28,-0.28,6.0,0.0,0.0,0.05,0.0,0.1,-0.1,2.07,0.0,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Duckens Nazon,Haiti,FW,1,23,0.0,0.05,-0.05,1.0,1.0,0.0,0.05,0.0,0.2,-0.2,3.91,3.91,0.2,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Ricardo Ade,Haiti,DF,3,270,0.0,0.15,-0.15,4.0,1.0,0.0,0.04,0.0,0.05,-0.05,1.33,0.33,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Youssef Belammari,Morocco,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Marwane Saadane,Morocco,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Chadi Riad,Morocco,DF,3,270,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.01,-0.01,0.33,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Jean-Kevin Duverne,Haiti,DF,2,170,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.01,-0.01,0.53,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Ruben Providence,Haiti,FW,3,223,0.0,0.14,-0.14,4.0,1.0,0.0,0.03,0.0,0.06,-0.06,1.61,0.4,0.06,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Louicius Deedson,Haiti,FW,3,112,0.0,0.06,-0.06,2.0,0.0,0.0,0.03,0.0,0.05,-0.05,1.61,0.0,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Keeto Thermoncy,Haiti,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Neil El Aynaoui,Morocco,MF,3,263,0.0,0.38,-0.38,5.0,1.0,0.0,0.08,0.0,0.13,-0.13,1.71,0.34,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Ayoube Amaimouni-Echghouyab,Morocco,FW,2,16,0.0,0.24,-0.24,2.0,1.0,0.0,0.12,0.0,1.35,-1.35,11.25,5.62,1.35,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Samir El Mourabet,Morocco,MF,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Zakaria El Ouahdi,Morocco,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Lenny Joseph,Haiti,FW,3,116,0.0,0.41,-0.41,2.0,0.0,0.0,0.21,0.0,0.32,-0.32,1.55,0.0,0.32,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Soufiane Rahimi,Morocco,FW,3,27,1.0,0.12,0.88,2.0,1.0,50.0,0.06,3.33,0.4,2.93,6.67,3.33,0.4,3.33,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Sofyan Amrabat,Morocco,MF,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Morocco,Azzedine Ounahi,Morocco,MF,3,174,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.01,-0.01,0.52,0.0,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Dominique Simon,Haiti,MF,2,55,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.05,-0.05,1.64,1.64,0.05,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Haiti,Carl Sainte,Haiti,MF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Ardon Jashari,Switzerland,MF,1,1,0.0,0.01,-0.01,1.0,0.0,0.0,0.01,0.0,0.9,-0.9,90.0,0.0,0.9,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Nathan Saliba,Canada,MF,2,123,1.0,0.14,0.86,3.0,1.0,33.33,0.05,0.73,0.1,0.63,2.2,0.73,0.1,0.73,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Niko Sigur,Canada,MF,1,7,0.0,0.04,-0.04,1.0,0.0,0.0,0.04,0.0,0.51,-0.51,12.86,0.0,0.51,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Aurele Amenda,Switzerland,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Michel Aebischer,Switzerland,MF,3,152,0.0,0.36,-0.36,2.0,1.0,0.0,0.18,0.0,0.21,-0.21,1.18,0.59,0.21,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Ali Ahmed,Canada,MF,3,158,0.0,0.23,-0.23,2.0,1.0,0.0,0.11,0.0,0.13,-0.13,1.14,0.57,0.13,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Jonathan David,Canada,FW,3,241,3.0,2.59,0.41,13.0,6.0,23.08,0.2,1.12,0.97,0.15,4.85,2.24,0.97,1.12,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Eray Comert,Switzerland,DF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Cyle Larin,Canada,FW,3,162,2.0,1.92,0.08,9.0,4.0,22.22,0.21,1.11,1.07,0.04,5.0,2.22,1.07,1.11,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Liam Millar,Canada,FW,2,93,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,0.97,0.0,0.02,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Ruben Vargas,Switzerland,MF,3,178,2.0,0.99,1.01,6.0,4.0,33.33,0.16,1.01,0.5,0.51,3.03,2.02,0.5,1.01,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Nico Elvedi,Switzerland,DF,3,270,0.0,0.31,-0.31,2.0,0.0,0.0,0.16,0.0,0.1,-0.1,0.67,0.0,0.1,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Derek Cornelius,Canada,DF,3,225,0.0,0.43,-0.43,4.0,0.0,0.0,0.11,0.0,0.17,-0.17,1.6,0.0,0.17,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Dan Ndoye,Switzerland,FW,3,146,0.0,0.5,-0.5,10.0,4.0,0.0,0.05,0.0,0.31,-0.31,6.16,2.47,0.31,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Tani Oluwaseyi,Canada,FW,3,127,0.0,0.28,-0.28,3.0,1.0,0.0,0.09,0.0,0.2,-0.2,2.13,0.71,0.2,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Jonathan Osorio,Canada,MF,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Jayden Nelson,Canada,FW,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Switzerland,Manuel Akanji,Switzerland,DF,3,270,0.0,0.27,-0.27,1.0,1.0,0.0,0.27,0.0,0.09,-0.09,0.33,0.33,0.09,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
Canada,Luc De Fougerolles,Canada,DF,3,251,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,0.0,0.01,-0.01,0.36,0.36,0.01,0.0,0.05,0.05,0.8,active,0.0,0.0,0.0,0.0,0.0
